Eng. Address,Latitude,Longitude
"10, Tsing Chung Koon Road, Tuen Mun, New Territories",22.40821,113.97139
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.3606,114.12486
"2/F, Ancillary Facilities Block, Hung Fuk Estate, Hung Shui Kiu, Yuen Long, New Territories",22.43769,113.9987
"Room 204-214, 2/F, Hor Ping House, Long Ping Estate, Yuen Long, New Territories",22.44844,114.02375
"4/F, Ancillary Facilities Block, Tin Chak Estate, Tin Shui Wai, Yuen Long, New Territories",22.46679,113.99732
"Room 216-226, 2/F, Yuet Ping House, Long Ping Estate, Yuen Long, New Territories",22.44822,114.02253
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
"Unit A G/F 1 Yeung Uk Road, Tsuen Wan",22.36961,114.11313
"Unit 121-136 G/F, Block 5, Kwai Shing West Est, Kwai Tsing",22.3619,114.12339
"23 Ling Shan Road, North",22.50027,114.13734
"Yung Sui House, Yung Shing Court, Fanling",22.48259,114.1375
"201-218 2/F Tin Lok House, Tin King Estate, Tuen Mun",22.40727,113.96488
"Wing A & B, G/F, Tsui Wing House, Tsui Ping (South) Est, Kwun Tong",22.31236,114.23306
"2/F, Tsui Tung Hse,Tsui Ping South Est, Kwun Tong, Kowloon",22.31254,114.23378
"3/F Jockey Club Building MMH Hostel, 2 Kung Lok Rd, Kwun Tong",22.31757,114.22245
"Wing A & B, G/F, Tsui Heng House, Tsui Ping (South) Est, Kwun Tong",22.31217,114.23242
"No. 18-31, G/F, Lee Ming House, Shun Lee Est, Kwun Tong",22.33204,114.22482
"Lower & Upper G/F of Lei Lung Hse. and Level 1 of Lift Tower Block in Lei Yue Mun Estate, Kwun Tong",22.29337,114.23974
"2/F On Chiu House, Cheung On Estate, Kwai Tsing",22.3599,114.10439
"21-40, 1/F, Hong Wo House, Cheung Hong Est, Kwai Tsing",22.34937,114.10484
"33 Razor Hill Road, Sai Kung",22.33691,114.24887
"G/F - 3/F, 51 Sheung Shing Street, Homantin, Kowloon",22.32023,114.1828
"45 A Kung Kok Shan Road, Sha Tin",22.39554,114.2184
"Room 603 6/F, Oi Sin House, Oi Tung Estate, Eastern",22.2807,114.22689
"Unit 201-210 Lok Hing House, Hing Wah Estate, Eastern",22.26385,114.23341
"6-7/F Wong Cho Tong Social Service Bldg, 39 Sheung Shing Street, Kowloon City",22.3201,114.18188
"G/F Sun Fong House, Sun Chui Estate, Sha Tin",22.37163,114.18189
"G/F Heng Shan Hse, Heng On Est, Sha Tin",22.41607,114.22951
"1/F Un Hong House, Un Chau Estate, Sham Shui Po",22.3374,114.15436
"9 Yau Ting Street, Sha Tin, NT",22.3731,114.17198
"2/F & 7/F, Pofulam Shine Skills Centre, 147 Pokfulam Road, Hong Kong",22.26023,114.13604
"Unit 1, L2/F, Ming Chuen House, Shui Chuen O Estate, Shatin, N.T.",22.37426,114.19858
"G/F., Mei King House, Mei Tin Estate, Sha Tin, N.T.",22.37597,114.17013
"G/F & 1/F, Hin Pui House, Hin Keng Estate, Sha Tin, NT",22.36533,114.17471
"No.45, A Kung Kok Shan Road, Shatin, NT",22.39554,114.2184
"G/F, Lok Sam House, Lung Hang Estate, Sha Tin, NT",22.36708,114.177
"G/F Tai Wo House, Wo Che Estate, Sha Tin, NT",22.38898,114.19538
"4/F & 5/F, Shek Kip Mei Estate Ancillary Facilities Block, ,100 Woh Chai Street, Sham Shui Po, Kowloon",22.33316,114.16713
"2/F & 3/F, YCH Multi-services Complex, 18 Yan Chai Street, Tsuen Wan, New Territories",22.36965,114.11888
"2/F & 3/F, YCH Multi-services Complex, 18 Yan Chai Street, Tsuen Wan, New Territories",22.36965,114.11888
"Unit 1-18, G/F, Block 3, Lei Muk Shue Estate, Tsuen Wan, NT",22.37868,114.13367
"Unit 204, Shopping Block, Lai Yiu Estate, Kwai Chung, NT",22.35392,114.13111
"Unit 201-209, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan, NT",22.37477,114.12427
"1-2/F, Fung Yat Social Service Building, Kwai Shing Circuit, Kwai Chung, NT",22.36403,114.13037
"Unit 227-252, 2/F, On Tao House, Cheung On Estate, Tsing Yi, NT",22.36112,114.10228
"5-6/F, Pokfulam Shine Skills Centre, 147 Pokfulam Road, Hong Kong",22.26023,114.13604
"5-6/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"G/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"4/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"3/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"1/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"2/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"2/F, Block D, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24668,114.16402
"G/F & 1/F Tung Po House, Fu Tung Estate, Tung Chung, Lantau",22.28728,113.94186
"5/F, Sai Ying Pun Community Complex, 2 High Street, Sai Ying Pun, Hong Kong",22.28483,114.14408
"No 118-123, Tung On House, Lei Tung Estate, Apleichau, Hong Kong",22.24066,114.15699
"G/F, Wah Hau House, Wah Kwai Estate, Aberdeen, Hong Kong",22.25003,114.14027
"No. 32, G/F, Tai Lok House, Tai Yuen Estate, Tai Po, NT",22.45604,114.16974
"Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, N.T., Hong Kong.",22.4624,114.17365
"6-7/F, Fong Shu Chuen Social Service Building, 6 Po Man Street, Shaukeiwan, Hong Kong",22.27842,114.22918
"6-7/F, Carpark Block, Hing Wah (I) Estate, Chai Wan, Hong Kong",22.26344,114.23508
"3/F, On Tai Estate Ancillary Facilities Block, 23 On Sau Road, Kwun Tong, Kowloon",22.32557,114.23112
"4/F,West Wing, 248 Nam Cheong Street, Sham Shui Po, Kowloon",22.33428,114.16845
"Unit 1-10, G/F, Wah Chak House, Chak On Estate, Sham Shui Po, Kowloon(Hostel)",22.34104,114.16438
"Unit 110-122 and 216-220, Po Ning House (East), Po Lam Estate, Tseung Kwan O, New Territories",22.32561,114.25504
"Unit A, G/F and 1-5/F, Sheung Mei House, Sheung Tak Estate, Tseung Kwan O, New Territories",22.31123,114.25665
"UG/F, Lok Tai House, Lok Fu Estate, Kowloon",22.33707,114.18643
"2/F, Po Kan House, Po Lam Estate, Tseung Kwan O, New Territories",22.32487,114.25612
"1/F, Ming Toa House, Ming Tak Estate, Tseung Kwan O, New Territories",22.31643,114.26934
"Unit 1, G/F, Fai Lam House, Tsui Lam Estate, Tseung Kwan O, New Territories",22.32468,114.24791
"Unit 401-409, Wo Hing House, Hing Wah Estate, Chai Wan, Hong Kong",22.26307,114.23294
"G/F, Ting Tak House, On Ting Estate, Tuen Mun, New Territories",22.38636,113.97588
"No. 7-14, G/F and Rm. 217-224, 2/F, Tin Tun House, Tin King Estate, Tuen Mun, New Territories",22.40679,113.96587
"5/F-8/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories",22.3852,113.98003
"G/F, Oi Shun House, Yau Oi Estate, Tuen Mun, New Territories",22.38624,113.97253
"G/F, Wu Fai House, Wu King Estate, Tuen Mun, New Territories",22.3775,113.96563
"82 Tsun Wen Road, Tuen Mun, New Territories",22.40862,113.96931
"G/F, Leung Shui House, Leung King Estate, Tuen Mun, New Territories",22.40674,113.96182
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.36054,114.12492
"2/F, Tin Ching Amenity and Community Building, Tin Ching Estate, Tin Shui Wai, Yuen Long, New Territories",22.46339,114.00446
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
