Eng. Address,Latitude,Longitude
"10, Tsing Chung Koon Road, Tuen Mun, New Territories",22.40821,113.97139
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.3606,114.12486
"2/F, Ancillary Facilities Block, Hung Fuk Estate, Hung Shui Kiu, Yuen Long, New Territories",22.43769,113.9987
"Room 204-214, 2/F, Hor Ping House, Long Ping Estate, Yuen Long, New Territories",22.44844,114.02375
"4/F, Ancillary Facilities Block, Tin Chak Estate, Tin Shui Wai, Yuen Long, New Territories",22.46679,113.99732
"Room 216-226, 2/F, Yuet Ping House, Long Ping Estate, Yuen Long, New Territories",22.44822,114.02253
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
"Unit A G/F 1 Yeung Uk Road, Tsuen Wan",22.36961,114.11313
"Unit 121-136 G/F, Block 5, Kwai Shing West Est, Kwai Tsing",22.3619,114.12339
"23 Ling Shan Road, North",22.50027,114.13734
"Yung Sui House, Yung Shing Court, Fanling",22.48259,114.1375
"201-218 2/F Tin Lok House, Tin King Estate, Tuen Mun",22.40727,113.96488
"Wing A & B, G/F, Tsui Wing House, Tsui Ping (South) Est, Kwun Tong",22.31236,114.23306
"2/F, Tsui Tung Hse,Tsui Ping South Est, Kwun Tong, Kowloon",22.31254,114.23378
"3/F Jockey Club Building MMH Hostel, 2 Kung Lok Rd, Kwun Tong",22.31757,114.22245
"Wing A & B, G/F, Tsui Heng House, Tsui Ping (South) Est, Kwun Tong",22.31217,114.23242
"No. 18-31, G/F, Lee Ming House, Shun Lee Est, Kwun Tong",22.33204,114.22482
"Lower & Upper G/F of Lei Lung Hse. and Level 1 of Lift Tower Block in Lei Yue Mun Estate, Kwun Tong",22.29337,114.23974
"2/F On Chiu House, Cheung On Estate, Kwai Tsing",22.3599,114.10439
"21-40, 1/F, Hong Wo House, Cheung Hong Est, Kwai Tsing",22.34937,114.10484
"33 Razor Hill Road, Sai Kung",22.33691,114.24887
"G/F - 3/F, 51 Sheung Shing Street, Homantin, Kowloon",22.32023,114.1828
"45 A Kung Kok Shan Road, Sha Tin",22.39554,114.2184
"Room 603 6/F, Oi Sin House, Oi Tung Estate, Eastern",22.2807,114.22689
"Unit 201-210 Lok Hing House, Hing Wah Estate, Eastern",22.26385,114.23341
"6-7/F Wong Cho Tong Social Service Bldg, 39 Sheung Shing Street, Kowloon City",22.3201,114.18188
"G/F Sun Fong House, Sun Chui Estate, Sha Tin",22.37163,114.18189
"G/F Heng Shan Hse, Heng On Est, Sha Tin",22.41607,114.22951
"1/F Un Hong House, Un Chau Estate, Sham Shui Po",22.3374,114.15436
"9 Yau Ting Street, Sha Tin, NT",22.3731,114.17198
"2/F & 7/F, Pofulam Shine Skills Centre, 147 Pokfulam Road, Hong Kong",22.26023,114.13604
"Unit 1, L2/F, Ming Chuen House, Shui Chuen O Estate, Shatin, N.T.",22.37426,114.19858
"G/F., Mei King House, Mei Tin Estate, Sha Tin, N.T.",22.37597,114.17013
"G/F & 1/F, Hin Pui House, Hin Keng Estate, Sha Tin, NT",22.36533,114.17471
"No.45, A Kung Kok Shan Road, Shatin, NT",22.39554,114.2184
"G/F, Lok Sam House, Lung Hang Estate, Sha Tin, NT",22.36708,114.177
"G/F Tai Wo House, Wo Che Estate, Sha Tin, NT",22.38898,114.19538
"4/F & 5/F, Shek Kip Mei Estate Ancillary Facilities Block, ,100 Woh Chai Street, Sham Shui Po, Kowloon",22.33316,114.16713
"2/F & 3/F, YCH Multi-services Complex, 18 Yan Chai Street, Tsuen Wan, New Territories",22.36965,114.11888
"2/F & 3/F, YCH Multi-services Complex, 18 Yan Chai Street, Tsuen Wan, New Territories",22.36965,114.11888
"Unit 1-18, G/F, Block 3, Lei Muk Shue Estate, Tsuen Wan, NT",22.37868,114.13367
"Unit 204, Shopping Block, Lai Yiu Estate, Kwai Chung, NT",22.35392,114.13111
"Unit 201-209, Shek Fong House, Shek Wai Kok Estate, Tsuen Wan, NT",22.37477,114.12427
"1-2/F, Fung Yat Social Service Building, Kwai Shing Circuit, Kwai Chung, NT",22.36403,114.13037
"Unit 227-252, 2/F, On Tao House, Cheung On Estate, Tsing Yi, NT",22.36112,114.10228
"5-6/F, Pokfulam Shine Skills Centre, 147 Pokfulam Road, Hong Kong",22.26023,114.13604
"5-6/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"G/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"4/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"3/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"1/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"2/F, Block A, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24705,114.16445
"2/F, Block D, Jockey Club Rehabilitation Complex, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24668,114.16402
"G/F & 1/F Tung Po House, Fu Tung Estate, Tung Chung, Lantau",22.28728,113.94186
"5/F, Sai Ying Pun Community Complex, 2 High Street, Sai Ying Pun, Hong Kong",22.28483,114.14408
"No 118-123, Tung On House, Lei Tung Estate, Apleichau, Hong Kong",22.24066,114.15699
"G/F, Wah Hau House, Wah Kwai Estate, Aberdeen, Hong Kong",22.25003,114.14027
"No. 32, G/F, Tai Lok House, Tai Yuen Estate, Tai Po, NT",22.45604,114.16974
"Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, N.T., Hong Kong.",22.4624,114.17365
"6-7/F, Fong Shu Chuen Social Service Building, 6 Po Man Street, Shaukeiwan, Hong Kong",22.27842,114.22918
"6-7/F, Carpark Block, Hing Wah (I) Estate, Chai Wan, Hong Kong",22.26344,114.23508
"3/F, On Tai Estate Ancillary Facilities Block, 23 On Sau Road, Kwun Tong, Kowloon",22.32557,114.23112
"4/F,West Wing, 248 Nam Cheong Street, Sham Shui Po, Kowloon",22.33428,114.16845
"Unit 1-10, G/F, Wah Chak House, Chak On Estate, Sham Shui Po, Kowloon(Hostel)",22.34104,114.16438
"Unit 110-122 and 216-220, Po Ning House (East), Po Lam Estate, Tseung Kwan O, New Territories",22.32561,114.25504
"Unit A, G/F and 1-5/F, Sheung Mei House, Sheung Tak Estate, Tseung Kwan O, New Territories",22.31123,114.25665
"UG/F, Lok Tai House, Lok Fu Estate, Kowloon",22.33707,114.18643
"2/F, Po Kan House, Po Lam Estate, Tseung Kwan O, New Territories",22.32487,114.25612
"1/F, Ming Toa House, Ming Tak Estate, Tseung Kwan O, New Territories",22.31643,114.26934
"Unit 1, G/F, Fai Lam House, Tsui Lam Estate, Tseung Kwan O, New Territories",22.32468,114.24791
"Unit 401-409, Wo Hing House, Hing Wah Estate, Chai Wan, Hong Kong",22.26307,114.23294
"G/F, Ting Tak House, On Ting Estate, Tuen Mun, New Territories",22.38636,113.97588
"No. 7-14, G/F and Rm. 217-224, 2/F, Tin Tun House, Tin King Estate, Tuen Mun, New Territories",22.40679,113.96587
"5/F-8/F, Tai Tung Pui Social Service Building, 32 Tsing Sin Street, Tuen Mun, New Territories",22.3852,113.98003
"G/F, Oi Shun House, Yau Oi Estate, Tuen Mun, New Territories",22.38624,113.97253
"G/F, Wu Fai House, Wu King Estate, Tuen Mun, New Territories",22.3775,113.96563
"82 Tsun Wen Road, Tuen Mun, New Territories",22.40862,113.96931
"G/F, Leung Shui House, Leung King Estate, Tuen Mun, New Territories",22.40674,113.96182
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.36054,114.12492
"2/F, Tin Ching Amenity and Community Building, Tin Ching Estate, Tin Shui Wai, Yuen Long, New Territories",22.46339,114.00446
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
"G/F-1/F, Shui Choi House, Tin Shui Estate,Tin Shui Wai, Yuen Long, New Territories",22.4561,113.99772
"5 Tai Ching Cheung Road, Kwai Chung, New Territories",22.3453,114.14198
"23 Ling Shan Road, Fan Ling, NT",22.50025,114.13734
"G/F, Sau Nga House, G/F & 1/F, Sau Yee House, Sau Mau Ping Estate, Kwun Tong, Kowloon",22.32296,114.23
"Unit 14-21, 3/F, Lee Hong House, Shun Lee Estate, Kwun Tong, Kowloon",22.33061,114.22623
"1/F and Room 301, 3/F, Ancillary Facilities Block, ,Cheung Sha Wan Estate, Shamshuipo, Kowloon",22.33483,114.15662
"G-3/F., 51 Sheung Shing Street Kowloon City",22.32023,114.1828
"Unit 6-25, G/F, Tin Hang House, Shun Tin Estate, Kwun Tong, Kowloon",22.32714,114.22483
"3/F, Hong Cheung House, Cheung Hong Estate, Tsing Yi, NT",22.35001,114.10129
"200-210 Lai King Hill Road, Kwai Chung, NT",22.345,114.12758
"Wing A & B, G/F, Hei Wah House, Lok Wah South Estate, Ngau Tau Kok, Kowloon",22.32006,114.22224
"5-6/F, 3 Tsui Ping Road, Kwun Tong, Kowloon",22.31172,114.22868
"No 217-224, Tung Yat House, Lei Tung Estate",22.24081,114.15788
"G/F, Kwai Tung House, Tung Tau Estate, Wong Tai Sin, Kowloon",22.33635,114.19224
"G/F, Lung Moon House, Lower Wong Tai Sin Estate, Kowloon",22.33857,114.19241
"L5, Yan Man House, Homantin Estate, Kowloon",22.31479,114.18201
"Unit 2, L3/F, Ming Chuen House, Shui Chuen O Estate, Shatin, N.T.",22.37423,114.19856
"5/F, On Tai Estate Ancillary Facilities Block, 23 On Sau Road, Kwun Tong, Kowloon",22.32557,114.23107
"Rm 102-103, 1/F, Oi Sin House, Oi Tung Estate, Shau Kei Wan, HK.",22.2807,114.22689
"G/F, Ting Tai Hse., On Ting Est., Tune Mun, NT.",22.38788,113.97701
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.36051,114.12496
"G/F, Yiu Foo House, Tin Yiu Estate, Tin Shui Wai, Yuen Long, New Territories",22.44945,114.00478
"Lower & Upper G/F of Lei Lung House, and Level 1 of Lift Tower Block in Lei Yue Mun Estate, Kwun Tong, Kowloon",22.29337,114.23974
"Wing A & B, G/F, Man Wah Hse., Lok Wah South Est., Kwun Tong, Kln.",22.31972,114.22163
"G/F, Hip Wo Hse., Wo Che Est., Shatin, NT.",22.38819,114.19607
"G/F, Lung Fung Hse., Lower Wong Tai Sin Est., Kln.",22.33962,114.19456
"51 Sheung Shing Street, Homantin",22.32023,114.1828
"45A Kung Kok Shan Road, Shatin, NT.",22.39554,114.2184
"3/F, Fu Hong Society Rehab Centre, 85 Yue Kwong Road, Aberdeen, Hong Kong",22.24991,114.15923
"Podium, G/F, Verbena Heights, Tseung Kwan O, New Territories",22.32285,114.25554
"2/F, Fu Hong Society Rehab Centre, 85 Yue Kwong Road, Aberdeen, Hong Kong",22.24991,114.15923
"11/F, Lancashire Centre, 361 Shau Kei Wan Road, Shau Kei Wan, Hong Kong",22.27744,114.22759
"Unit 1-12, G/F, Lok Tin House, Tsz Lok Estate, Tsz Wan Shan, Kowloon.",22.34922,114.1978
"G/F, TWGHs Wong Chuk Hang Complex, 2 Wong Chuk Hang Path, Hong Kong",22.25082,114.17582
"Room 101-108, G/F, Wing A, Kwong Chi House, Kowng Fuk Estate, Tai Po, New Territories",22.44889,114.17315
"G/F Wing B, Yung Wa House, Yung Shing Court, Fanling, N.T.",22.48175,114.13683
"Room 216-218, 223, 223A & 224A, Sau Lam House, Tsui Lam Estate, Tseung Kwan O, New Territories",22.32197,114.24861
"G/F, Luk Yat House, Yat Tung (I) Estate, Tung Chung, Lantau Island, New Territories",22.28008,113.9346
"5/F, Tin Shui Wai (Tin Yip Road) Community Health Centre Building, 3 Tin Yip Road, Tin Shui Wai, Yuen Long, New Territories",22.46551,114.00573
"Room 404-412, Wah Mei House, Wah Fu Estate, Hong Kong (next to the entrance of Wah Mei House)",22.32329,114.17015
"8/F, 36 Oi Kwan Road, Wanchai, Hong Kong.",22.27742,114.17928
"Unit 9-15, G/F, Wu Tsui House, Wu King Estate, Tuen Mun, New Territories",22.37669,113.96583
"G/F On Ting Yau Oi Community Centre, On Ting Estate, Tuen Mun, New Territories",22.38751,113.97646
"Unit 21-22, G/F, Fu On House, Tai Wo Hau Estate, Kwai Chung, New Territories",22.36808,114.12441
"Room 1313, 13/F., Grand City Plaza, 1-17 Sai Lau Kok Road, Tsuen Wan, N.T.",22.37485,114.11431
"Units 503-504, 5/F, Ancillary Facilities Block, Tin Chak Estate, Tin Shui Wai, Yuen Long, New Territories",22.46679,113.99732
"Unit 7-14, G/F, Hang Chi House, Cheung Hang Estate, Tsing Yi, New Territories",22.35649,114.09872
"Unit 15, 7/F & Unit 6 & 11A-B, 9/F, Tower B, Hunghom Commercial Centre, No. 37 Ma Tau Wai Road, Kowloon",22.30972,114.18783
"Room 1-8, G/F., Mei Wai House, Mei Lam Estate, Shatin, New Territories",22.37943,114.17612
"Unit 1-18, G/F, Bean Goose House, Sha Kok Estate, Shatin, New Territories",22.37896,114.19503
"Wing A, 1-12, G/F, Yiu Ping House, Yiu On Estate, Ma On Shan, NT",22.41891,114.23026
"G/F - 1/F., Flourish Mansion, 9 Cheung Wong Road, Mong Kok, Kowloon",22.31991,114.16654
"No. 7-14, G/F, Hang Chi House, Cheung Hang Estate, Tsing Yi, New Territories",22.35649,114.09872
"Unit 1-8, LG/F, Chak Tsui House, Wan Tsui Estate, Chai Wan, Hong Kong.",22.26254,114.23708
"4/F, Sai Tso Wan Neighbourhood Community Centre, 81 Cha Kwo Ling Road, Kwun Tong, Kowloon",22.30718,114.22879
"Unit 101-108, Yan Wah House, Lok Wah North Estate, Kwun Tong, Kowloon",22.32125,114.22077
"Room 704 7/F., 3 Tsui Ping Road, Kwun Tong, Kowloon.",22.3117,114.22889
"82 Tsun Wen Road, Tuen Mun, N.T.",22.40852,113.96929
"2/F New Life Building, 332 Nam Cheong Street, Kowloon.",22.33874,114.16835
"45 A Kung Kok Shan Road,Sha Tin",22.39554,114.2184
"A,G, 1-5 Sheung Mei House, Sheung Tak Estate ,Sai Kung, New Territories",22.31123,114.25665
"5 Tai Ching Cheung Road, Kwai Chung, New Territories",22.34523,114.14224
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.36058,114.12488
"82 Tsun Wen Road,Tuen Mun, New Territories",22.40866,113.9694
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
"Lower & Upper G/F of Lei Lung Hse. and Level 1 of Lift Tower Block in Lei Yue Mun Estate, Kwun Tong, Kowloon",22.29337,114.23974
"4/F & 5/F, Shek Kip Mei Estate Ancillary Facilities Block, 100 Woh Chai Street, Sham Shui Po, Kowloon",22.33316,114.16713
"G/F - 3/F ,51 Sheung Shing Street,Kowloon City",22.32023,114.1828
"Caritas Jockey Club Lai King Social Service Centre, 31 Lai Chi Ling Road, Kwai Tsing",22.34553,114.13158
"5/F ,23 Ling Shan Road,North",22.50027,114.13735
"G/F Mei King House, Mei Tin Estate, Sha Tin",22.37597,114.17013
"G/F-3/F, 51 Sheung Shing Street, Homantin",22.32023,114.1828
"2/F, Ancillary Facilities Block, Hung Fuk Estate, Hung Shui Kiu, Yuen Long, New Territories",22.43768,113.99874
"Unit 1, G/F, Ming Chuen House, Shui Chuen O Estate, Shatin, N.T",22.37424,114.19857
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.36059,114.12488
"G/F, Block C, Sun Kwai Hing Garden, 151-165, Tai Wo Hau Road, Kwai Chung, N.T",22.36339,114.13085
"Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, N. T.",22.46257,114.17377
"G/F, Wah Kwai Community Centre, Wah Kwai Estate, Phase II, Hong Kong",22.25017,114.13803
"G/F & 2/F, Block B, JC Rehabilitation Centre, 4 Welfare Road, Wong Chuk Hang, Hong Kong",22.24636,114.16439
"G/F, On Tai Estate Ancillary Facilities Block, 23 On Sau Road, Kwun Tong, Kowloon",22.32555,114.23107
"Podium Floor, Block 42 and 43, Shek Kip Mei Estate, Sham Shui Po, Kowloon.",22.33227,114.16558
"Room 106-114, Hong Lam House & Room 116-125, On Lam House, Tsui Lam Estate, Tseung Kwan O, New Territories.",22.32387,114.2489
"Unit 1, LG3/F, Pik Fai House, Shek Pai Wan Estate, Aberdeen, Hong Kong",22.25046,114.1575
"G/F, Tip Yee House, Butterfly Estate, Tuen Mun, New Territories",22.37575,113.9638
"82 Tsun Wen Road, Tuen Mun, New Territories",22.40868,113.9694
"G/F Sau Tai House, Fu Tai Estate,Tuen Mun, New Territories",22.41309,113.98322
"G/F, Chak Yu House & Chak Yun House, Tin Chak Estate, Tin Shui Wai, Yuen Long, New Territories",22.46734,113.99735
"G/F, Yuet Ping House, Long Ping Estate, Yuen Long, New Territories",22.44822,114.02253
"5/F-6/F, Ancillary Facilities Block, Tin Yan Estate, Tin Shui Wai, Yuen Long, New Territories",22.46363,113.99678
"LG, Caritas Jockey Club LKRC, 31 Lai Chi Ling Road, Kwai Chung, New Territories",22.34553,114.13158
"G/F Mei King House, Mei Tin Estate, Sha Tin",22.37597,114.17013
"Lower & Upper G/F of Lei Lung Hse. and Level 1 of Lift Tower Block in Lei Yue Mun Estate, Kwun Tong, Kowloon",22.29337,114.23974
"G/F New Jade Garden, 233 Chai Wan Rd, Chai Wan",22.26458,114.23713
"G/F Yiu Shun House, Yiu On Estate, Shatin",22.41914,114.23151
"G/F Wing Shui House, Lek Yuen Estate, Shatin",22.38376,114.1912
"G/F Heng Kong House, Heng On Estate, Eastern",22.41725,114.22987
"G/F Cheung Yuen House, Chuk Yuen (North) Est, Wong Tai Sin, Kowloon",22.34648,114.19413
"6/F & 7/F 39 Sheung Shing Street Wong Cho Tong Social Service Bldg, Southern",22.3201,114.18188
"G/F Boon Yuet House, Choi Wan Est Wong Tai Sin, Kowloon",22.3331,114.21586
"G/F Ching Yi House, Tsz Ching Estate, Tsz Wan shan, Kowloon",22.35062,114.20227
"45 A Kung Kok Shan Road, Sai Kung",22.39554,114.2184
"Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, N.T.",22.46224,114.17246
"Pinehill Village, Chung Nga Road, Nam Hang, Tai Po, N.T.",22.46257,114.17377
"147L Argyle Street, Kowloon, HK",22.32543,114.18392
"G/F-5/F, New Life Building, 332 Nam Cheong Street, Shamshuipo, Kowloon.",22.33874,114.16835
"TWGHs Wong Chuk Hang Complex, 2 Wong Chuk Hang Path, Wong Chuk Hang, Hong Kong",22.25074,114.17562
"No. 2-6, Tsing San Path, Tuen Mun, New Territories",22.40835,113.97482
"82 Tsun Wen Road, Tuen Mun, New Territories",22.40866,113.96939
"310 Kwai Shing Circuit, Kwai Chung, New Territories",22.3606,114.12486
"3/F-4/F, 3 Tin Yip Road, Tin Shui Wai, Yuen Long, New Territories",22.46551,114.00573
"Caritas Jockey Club Lai King Rehabilitation Centre, 31 Lai Chi Ling Road, Kwai Tsing, NT",22.34553,114.13158
"Unit 18-23, G/F, Leung Yin House, Leung King Estate, Tuen Mun, New Territories",22.40811,113.96377
"Unit 105-108, G/F Ting Lung House, On Ting Estate, Tuen Mun, New Territories",22.38811,113.97615
"6F Sheung Mei House, Sheung Tak Estate, Sai Kung",22.31123,114.25665
"Unit 2A, Wing B, G/F, Lai Tak House, Lai On Estate, Sham Shui Po, Kowloon",22.33108,114.15805
"No. 14, Wing B, G/F, Fu Wong House, Fu Cheong Estate, Sham Shui Po, Kowloon.",22.32903,114.15474
"Unit 103, 1/F., Shek Ping House, Long Ping Estate, Yuen Long, New Territories",22.45052,114.02382
"No.3 G/F Wing B, Tsz Yau House, Tin Tsz Estate, Tin Shui Wai, Yuen Long, New Territories",22.4523,114.00727
"Portion of 1/F, Ancillary Facilities Block, Tin Yuet Estate, Tin Shui Wai, Yuen Long, New Territories",22.46241,114.00072
"Address: Portion of Units 122-126, G/F, On Tao House, Cheung On Estate, Tsing Yi, New Territories",22.36072,114.10238
"Units 26-28, G/F, Lei Chak House, Ap Lei Chau Estate, Hong Kong",22.24471,114.14996
"1/F, Western District Community Centre, 36A Western Street, Sai Ying Pun, Hong Kong",22.28578,114.14084
"No. 1-3, G/F, Kwai Yan House, Kwai Fong Estate, Kwai Chung, New Territories",22.35841,114.12835
"Unit No. 229-230, Shek Ho House, Shek Wai Kok Estate, Tsuen Wan, N.T.",22.37473,114.12313
"Part of Unit 103, G/F, Fook Wo House, Tai Wo Estate, Tai Po, New Territories",22.45232,114.16085
"Unit 21-22, G/F, Wu Tsui House, Wu King Estate, Tuen Mun, New Territories",22.37671,113.96582
"Unit 13, G/F, Pak Kwai House, Kwai Chung Estate, Kwai Chung, New Territories",22.36872,114.13079
"No. 2, Wing C, G/F, Lok On House, Tsz Lok Estate, Tsz Wan Shan, Kowloon.",22.34803,114.20002
"Portion of Unit 211A, Kwong Tin Shopping Centre, Kwong Tin Estate, Lam Tin Kowloon",22.30274,114.23997
"Room J, Third Floor, 71 Shui Wo Street, Kwun Tong, Kowloon.",22.31615,114.22557
"Shop No. L10-L12, Low Block, Tsui Nam House, Tsui Ping (North) Estate, Kwun Tong, Kowloon",22.31661,114.22882
"Unit 337-338, Choi Yuk House, Choi Yuen Estate, Sheung Shui, New Territories.",22.50182,114.12577
"Unit 4, G/F, Pik Fai House, Shek Pai Wan Estate, Aberdeen, Hong Kong",22.25048,114.15751
"Unit 4, G/F, Hoi Wo House, Hoi Lai Estate, Sham Shui Po, Kowloon",22.33195,114.14699
"Unit 26-28, G/F, Block C2, Lei Chak House, Ap Lei Chau Estate, Ap Lei Chau, Hong Kong",22.24462,114.15017
"2/F Sham Tsung Court, 17-19 Wong Chuk Street, Shamshuipo, Kowloon.",22.32889,114.16545
"Wing C, G/F, Mun Yat House, Yat Tung Estate, Tung Chung",22.28191,113.93772
"G/F, 13 Pak Kwai House, Kwai Chung Estate, Kwai Chung",22.36872,114.13079
"Rm 1102, 11/F, Kingdom Power Commercial Bldg., 32-36 Des Voeux Road West, Sheung Wan, Hong Kong",22.28749,114.14722
"No. 9, G/F, Wing Tai House, Fuk Loi Estate, Tsuen Wan",22.37311,114.11387
"Room 16, G/F, Ching Chiu House, Ching Ho Estate, Sheung Shui, N.T.",22.49308,114.12519
"Room 1501-03 & 05, Lancashire Centre, 361 Shau Kei Wan Road, Shaukeiwan",22.27743,114.2276
"1/F, 36 Oi Kwan Road, Wan Chai",22.27739,114.17914
"G/F, No.5-7 Tai Wing House, Tai Yuen Estate, Tai Po, N.T.",22.45452,114.17029
"G/F., Wing B, Pine House, Kwong Yuen Estate, Sha Tin.",22.3797,114.21429
"Rm 6-8, 2/F, Commercial Complex, Affluence Garden, 33 Tsing Chung Koon Road, Tuen Mun, New Territories",22.40357,113.97498
"G/F, Wing B and C, Tsz Man Estate, Tsz Wan Shan",22.34794,114.19915
"G/F, No.2, Wing C, Tsz Lok Estate, Tsz Wan Shan",22.34794,114.19915
"Units L10, G/F., Lower Block, Tsui Nam House, Tsui Ping (North) Estate, Kwun Tong, Kowloon",22.31659,114.229
"Shop No. 2 & 9, June Garden, 28 Tung Chau Street, Tai Kok Tsui, Kowloon",22.32423,114.16416
"Tin Shui Wai Women Association Rita Liu Multi-Services Centre, 1/F, Ancillary Facilities Block, Tin Yuet Estate, Tin Shui Wai, New Territories.",22.46241,114.00072
"G/F., Block B, Lok Man Sun Chuen, 160 Kau Pui Lung Road, Tokwawan, Kowloon.",22.31594,114.18609
"Unit 2, Podium 1, Choi Ming Shopping Centre, Kin Ming Estate, Tseung Kwan O.",22.30611,114.25082
"3/F, Yan Oi Tong Community and Indoor Sports Centre, 18 Kai Man Path, Tuen Mun, New Territories.",22.39657,113.97598
"Room 501, Level 5, Commercial Block, Bellagio, 33 Castle Peak Road-Sham Tseng, Sham Tseng, New Territories",22.36724,114.06184
"No. 115, 117 and 118, Ground Floor, Magnolia House, Ma Tau Wai Estate, Kowloon",22.32408,114.18732
"4th floor, Martha Boss Community Centre, 89 Chung Hau Street, Homantin, Kowloon",22.31618,114.17929
"1/F & Portion of Penthouse, 387 Portland Street, Mong Kok, Kowloon",22.32602,114.16711
FLAT 2 FIRST FLOOR HOI HONG BUILDING 43 TIT SHU STREET TAI KOK TSUI KOWLOON,22.3198,114.16364
"5/F, & Penthouse (Portion), 387 Portland Street, Kowloon",22.32607,114.1671
"6/F, 387 Portland Street, Mongkok, Kowloon",22.32608,114.16698
"G/F, GIC Building, 11 Hoi Fai Road, Olympian City, Tai Kok Tsui, Kowloon.",22.32013,114.15689
"3/F, 54 Waterloo Road, Kowloon",22.31415,114.17255
"6/F, Henry G, Leong Yau Ma Tei Community Centre, Public Square Street, Yaumatei, Kowloon",22.30988,114.1698
"Units 425-434, G/F, Po Man House, Oi Man Estate, Homantin, Kowloon",22.31147,114.1796
"G/F, Ka On Lau, Ka Wai Chuen, Hung Hom, Kowloon",22.30861,114.18602
"1st Floor, Block 2, Lei Muk Shue Estate, Tsuen Wan, N.T.",22.37817,114.1348
"Shop No. 112, 1/F, Tin Yiu Plaza, Tin Yiu Estate, Tin Shui Wai, Yuen Long, New Territories.",22.45086,114.00333
"1-12, G/F, Lei Ning House, Ap Lei Chau Estate, Hong Kong",22.24509,114.14953
"Units 1-2, UG/F, Comfort Centre, 18 Yue Fai Road, Aberdeen, Hong Kong",22.24866,114.15615
"Unit 1-10, G/F, Tin Hong House, Tin Wan Estate, Aberdeen, Hong Kong",22.2516,114.14984
"Nos. 123-127, 223-229, Wah Sang House, Wah Fu Estate, Hong Kong",22.2525,114.1364
"4/F, Neighbourhood Community Centre, Wah Kwai Estate, Pokfulam, Hong Kong",22.25017,114.13803
"102-112, G/F, Tung Hing House, Lei Tung Estate, Ap Lei Chau, Hong Kong",22.24095,114.15533
"Upper Ground Floor, Block 29, Phase IV, South Horizons, Yi Nam Road, Ap Lei Chau, Hong Kong",22.24382,114.15013
"2/F, Block C, Prince Centre, 70 Tai Po Road, Shamshuipo, Kowloon",22.32855,114.16719
"1/F, Mei Shing House,Shek Kip Mei Estate, Sham Shui Po, Kowloon.",22.33325,114.16657
"310-316, 3/F, Lai Kwai House, Lai Kok Estate, Sham Shui Po, Kowloon",22.33351,114.15684
"Unit 101-108, G/F, Block 21, Shek Kip Mei Estate, Shek Kip Mei, Kowloon",22.33294,114.16473
"G/F, 1 Fortune Street, Cheung Sha Wan, Kowloon",22.33451,114.15385
"1/F, Carpark 2, Yat Tung Estate, Tung Chung, Lantau Island, New Territories",22.28102,113.93552
"1/F, Tower 15, Caribbean Coast, 1 Kin Tung Road, Tung Chung, Lantau Island, New Territories",22.29144,113.94813
"G/F, 7 Church Road, Cheung Chau, Hong Kong",22.20967,114.02994
"Shop 301, 3/F, Fu Tung Plaza, Fu Tung Estate, Tung Chung, Lantau Island",22.28886,113.94245
"G/F, 150A Tai Choi Yuen Road, Cheung Chau, Hong Kong",22.2054,114.03027
"Kindergarten A (Portion), Annex to Block 1, Heng Fa Chuen 100 Shing Tai Road, Chai Wan, Hong Kong",22.27566,114.2397
"Podium, Tung Hoi & Nam Hoi Mansion, 2 Tai Wing Avenue, Tai Koo Shing, Quarry Bay, Hong Kong",22.28641,114.22042
"P1012-P1016, Podium, Sing Fai Terrace, Taikoo Wan Road, Taikoo Shing, Hong Kong",22.28678,114.21929
"66 Leighton Road, Causeway Bay, Hong Kong",22.27669,114.18479
"G/F, Shop 3,8-10 & 1/F, Progress Commercial Building, 7-17 Irving Street, Causeway Bay, Hong Kong",22.27888,114.18648
